time,nominal_yield_1y,nominal_yield_2y,nominal_yield_3y,nominal_yield_5y,nominal_yield_7y,nominal_yield_10y,nominal_yield_15y,nominal_yield_20y,real_yield_1y,real_yield_2y,real_yield_3y,real_yield_5y,real_yield_7y,real_yield_10y,real_yield_15y,real_yield_20y,cpi_index,real_estate_cost_index,real_estate_rent_index,equity_index
0.0,0.02675300319777831,0.024307446142607693,0.025186041380200037,0.02865804458713979,0.031680016634106044,0.03555162255880308,0.03888658648483195,0.04087206971333861,0.00609383399685732,0.005397742363097693,0.006752054364921225,0.009945116492832506,0.011537365357776403,0.014382075299687354,0.01631235993416103,0.017773216149503265,1.0,1.0,1.0,1.0
0.08333333333333333,0.02497720081137218,0.022527202339789228,0.0243219761166548,0.02769851869430651,0.03253289521497391,0.03687400885675719,0.04019446328727225,0.04286512542534212,0.005238921888344642,0.0061901599300653014,0.007808234200837204,0.010642226001084745,0.013847386968411578,0.015991328101022932,0.017976548832702038,0.01979856301061872,1.0026199006492345,1.004028130670164,1.0045271000417149,1.0142626899065286
0.16666666666666666,0.022846810525182577,0.02357353427628217,0.02522679117377797,0.031121215436035757,0.03497866446263526,0.03891142277096188,0.04247485583559608,0.0439725076066814,-0.0027092830066588864,0.004783711191426243,0.008548524642470376,0.013592309440737114,0.01605689083147634,0.017987870770843614,0.01955222651348797,0.020578858135961924,1.0035344627297096,1.0003828124396306,1.0010913566113193,1.0673176244739966
0.25,0.027331364720304015,0.024970774340959935,0.025095203823328388,0.029693008541913146,0.03489489636891101,0.039603650912361704,0.04317936669293781,0.04476985846458202,-0.009048825169394795,-0.0017004876170382134,0.0030519354396567216,0.009436764038458398,0.013391838281793769,0.01699026674993858,0.01910532149452523,0.020617771508498202,1.0086625826121176,1.0087090056183703,1.0110681384842117,1.1115090257869973
0.3333333333333333,0.026155130727587413,0.020053765179668552,0.02002230648456401,0.025387570442695906,0.028753073251383002,0.034457880913578494,0.038945652493442416,0.04091797255040054,-0.00023534976287528756,0.0014980638437937111,0.00396084847221671,0.009085403681205452,0.012050680621122222,0.015439000397834418,0.01795330182515796,0.019596809663754135,1.0101775513470344,1.0111534493947143,1.0133298913533642,1.1010288581026315
0.41666666666666663,0.025126811888680045,0.01996539631085703,0.020311770847419905,0.025427490566132756,0.02974362424155593,0.034854948815036674,0.038917262139873995,0.041582154586184264,-0.00029295197104611066,0.0006317988726917867,0.0027572971263147453,0.007987874404634821,0.011929992090521497,0.015596322927156465,0.01855291605850311,0.020179284572882785,1.0131705891124667,1.0118576482555697,1.016403755967434,1.112112172090444
0.5,0.022766380774449844,0.020063747161869705,0.021193493344657796,0.02505712884213451,0.029170370931156823,0.033102397525489685,0.036313009617750414,0.038014918318455965,0.005521927902346196,0.004649790911459437,0.005904927621128356,0.009237870026755642,0.012091177147087316,0.015367365207890454,0.01773330457440458,0.01909204035042352,1.0153587759161895,1.0114341161667177,1.0175640165183104,1.0972581744958438
0.5833333333333333,0.02218469693377186,0.017160426022062136,0.017430994455510704,0.021808751919892885,0.02661725953519875,0.031137924258313875,0.03504420417376018,0.03668878404224657,-0.004926680701642501,-0.004830924095545832,-0.002896859517146742,0.002888687439762571,0.007456536391613778,0.011045190901115198,0.014656560920730439,0.016138062391887056,1.0154805501391757,1.0133416158024195,1.0170257894511228,1.0527454950100028
0.6666666666666666,0.02627200789753946,0.02052370683333134,0.02093116672864896,0.024627590075380047,0.02944076747078152,0.03318501750220983,0.03696747952463459,0.03903727005550607,-0.00688697640697483,-0.0069860474942807895,-0.004048349004750958,0.0012606144960235566,0.006598032422638875,0.010566377905588802,0.01492181525352538,0.0166614416907258,1.0194676535777853,1.0217497064943304,1.025054784544093,1.0517973156967286
0.75,0.02978302966761997,0.021999386747604006,0.019851394524737602,0.025284276294115626,0.02885655027435921,0.0333263724303927,0.037466029238834894,0.039340694179089114,-0.0066308758710888534,-0.0065064362615261,-0.004575463395131757,0.002314499949952414,0.006930136644097845,0.01116127311123738,0.015321004531924564,0.016694172090209406,1.0220462848022842,1.0245921661336077,1.0291783429516497,1.0112824125178606
