,0,1,2,3,4,5
0,1.0,0.992746101800391,0.992338635667436,1.0418818952840692,1.0759023889608252,1.1882933755248628
1,1.0,1.0140959867055683,1.072413306352548,1.1560015458777635,1.304628883587263,1.3814341653144357
2,1.0,0.833288430641024,0.9184595186340194,1.0889910015248072,1.2368143863866994,1.3014891197135654
3,1.0,1.0387867774637503,1.0067061237610062,1.1769689074723593,1.2944946092713827,1.2376441352859215
4,1.0,1.025218616936448,0.8652393753888035,0.9362636618298916,0.8731103788870033,0.9893961670995628
5,1.0,0.9399900572864975,0.9496790747022161,1.0551033896722608,1.190526018822997,0.8717582883834577
6,1.0,0.9120166309546383,0.7317091610047356,0.7814959746002818,0.6620566468992869,0.7680812057444423
7,1.0,1.0780774906912765,1.1133219721767451,1.1095385435695224,1.3231894867925262,1.5419647453146255
8,1.0,0.9181511392130336,0.9910851687450705,1.1995195603368711,1.1615418175721552,1.2467338827487473
9,1.0,1.2623014019444858,1.3793780308072272,1.3647271815224622,1.5905117804375446,1.9013664602949423
10,1.0,1.0995580164226693,1.5538654381952481,1.4636386859881234,1.3125182397016897,1.3661528959769202
11,1.0,1.133109981404275,1.1930315554691726,1.3155376686387188,1.719981942666042,1.6638698923366015
12,1.0,0.9252114121434383,0.8593803018919494,0.873788267662823,1.0547901206493473,1.2823556080939196
13,1.0,0.862284386502792,0.9919598671038968,1.1116157650142273,1.1362112669054818,1.2335621426291388
14,1.0,1.1945289328625435,1.3426966967730363,1.1037887095335182,1.1698274305873786,1.2606853302625465
15,1.0,1.0840089851832566,1.034946273120507,1.1509936821502496,1.1456156029571603,1.4195904380591615
16,1.0,1.0119590548800423,1.1077891690728987,1.2724306831783418,1.497428779708792,2.0239000494965214
17,1.0,1.030753062586625,1.2788819481893177,1.395252519904429,1.4581135162113008,1.7705997028623064
18,1.0,1.0925129193293177,0.9927188774757741,1.0276415429503414,1.1082930124551165,1.3235318048504259
19,1.0,0.9801082996542587,1.0692271463132064,1.1213791653031957,1.2145707442070919,1.3476800341807054
20,1.0,1.0486118689216812,0.9227832306579313,1.005312381114628,1.2431492249972271,1.16072658390139
21,1.0,1.0181448202870238,1.0213577470566357,1.0051277622932937,1.2455719640472318,0.9365429570905013
22,1.0,1.1414396315120756,1.0487466621584258,1.0815793037299637,0.9974797754899438,0.8035001805635537
23,1.0,1.2348108800241995,1.3484575552965083,1.304798127907612,1.3972275749037886,1.142200691947874
24,1.0,1.0290568042765447,1.1796429400005959,0.9500613169266341,1.037512064296983,1.1001095892082087
25,1.0,1.220305910312243,1.3754594996137988,1.7852891004308635,1.3419165338717247,1.467292530447353
26,1.0,1.289677501067391,1.2579370852769571,1.480700058857806,1.6711686445618195,1.904323967930158
27,1.0,1.0426127107186332,1.1622094218609265,1.2157023637617708,1.2711512438463404,1.168348980947141
28,1.0,1.0579302503294596,1.2380313789063784,1.2495715675890449,1.369896273180671,1.155769320433975
29,1.0,0.8765339387648925,0.8628146788070208,1.2339995566685389,1.5417758261203727,1.7165878095038425
30,1.0,1.3509137504913875,1.6253370508333762,1.1683581350696675,1.621363818518392,1.7727087717032513
31,1.0,1.0055568606988696,1.3101311186817397,1.2381984091182485,1.2236678185037084,1.4326185486748924
32,1.0,0.9652247454661658,1.0826092008813932,1.3148384682828254,1.1666735378446247,1.1706534409795084
33,1.0,0.9967585405552742,1.2285839632290452,1.291462653049898,1.7302674297855367,1.839667016658466
34,1.0,0.7325986392365766,0.8150986858018475,0.9133501569086765,0.8519032401475094,0.8108841202074342
35,1.0,1.0388519740395485,1.2034448113229808,1.0655685349040431,0.9893904386406757,0.7871277546433181
36,1.0,0.6727376993247827,0.6657297375758456,0.6557084166550575,0.6964105674355947,0.7607932041088477
37,1.0,1.1634868835353744,1.1595533225830352,1.0347611061097415,1.1361638135291177,1.4940987633226455
38,1.0,0.8174150869503678,0.7823302630396217,0.900613722171667,0.8920505297431847,1.1034268614158167
39,1.0,1.218499598423959,1.0900273141228372,1.0273133658582754,1.0167405602784556,1.0165774543654096
40,1.0,1.3898735469862975,1.4721255316778847,1.4466278087961022,1.5700260139822553,1.6843031792570435
41,1.0,1.1125577871757228,0.9906828298169095,0.9490623604851933,0.998627794068066,1.171923791940853
42,1.0,1.0771616296995417,1.1437713412055752,0.8691437246044144,0.9578689587940018,0.8317783918259325
43,1.0,0.9297120813581279,1.0640654404522547,1.4094874175054797,1.33782175850649,1.2971182008644455
44,1.0,0.9949850518805954,1.0973886904482337,0.9766360386695723,1.1670373402596512,1.2609593733009208
45,1.0,1.0351565497743085,1.1159199164001667,1.1558328881721716,1.374695008785616,1.8826635354189563
46,1.0,1.1102794908160032,1.0822090064702126,1.2465957726633767,1.4745406567713222,1.3159807655713747
47,1.0,1.145025953796423,1.1553091690716506,1.3873143181623355,1.5085814246497573,1.6006293556338729
48,1.0,1.0940428260757893,1.3488024372567107,1.5849264773177765,1.616140344850015,1.5779525638494798
49,1.0,1.0725688655248427,1.3994086625425748,1.4143129377819623,1.2676083259821656,1.2985300624710003
50,1.0,1.1707075510867444,1.449473629357182,1.6558622803190528,1.5612631587408123,1.9223204733621968
51,1.0,1.007972504614014,1.1361731803617192,1.2530070343385238,1.2909458168660621,1.4568329119172005
52,1.0,0.9752478571398797,1.0334914962999888,0.9324137493803529,1.0338460229190187,0.9799344480271583
53,1.0,1.2122402622467618,1.318299443211525,1.3500138247860494,1.7157517002186011,1.8157326947681554
