,0,1,2,3,4,5
0,1.0,0.9733409729483862,0.8557082112241106,0.8270957569042886,0.8279203312301908,1.0179372489672929
1,1.0,1.184009657611391,1.720330116397696,1.4037690437333874,1.0695434255610523,0.9960633770596655
2,1.0,0.8176715857846979,0.8247385551944806,1.0210250429825853,1.2483099981112282,1.3993945207618694
3,1.0,0.8389419303216943,0.8855199033247632,0.8890989526187588,1.0839809301503511,1.175236209411485
4,1.0,1.0277976517105116,0.9608315517512428,1.2506570293721477,1.546223487170367,1.6691170463292306
5,1.0,1.1232346024490607,1.190908886364033,1.3544077643467929,1.7964215482216084,1.0978008716007301
6,1.0,0.7493232314026762,0.5733253740875385,0.6338017195161635,0.4920363702344209,0.611176187381603
7,1.0,1.0043860344632496,1.015134816420997,1.0183236555048825,1.2694547276470682,1.6535946799102625
8,1.0,0.8095118954041762,0.9205978065570821,1.0410830075433415,0.9561090067458511,1.069378198739329
9,1.0,1.4522954105996664,1.6253583298467806,1.4071036631324652,1.853725059937436,2.5768539611194208
10,1.0,0.9479902506526311,1.2994857896529077,1.356991734330941,1.3517456422330953,1.3495750416399825
11,1.0,0.9872249919563457,1.2503207117637014,1.4889169264895739,1.8124483028137397,1.5635590017485586
12,1.0,0.8394897628423167,0.8208779027659894,0.8867122290784122,1.2514222335706748,2.0014654050162353
13,1.0,0.7961751539036029,0.9578012889978635,1.04666903553177,0.957887889616481,0.9224248252279759
14,1.0,0.8853280479454425,1.2565909036030674,1.120889875018048,1.119642736975495,1.2933971874538308
15,1.0,1.2144649331612962,1.2895092725784212,1.6039332292416066,1.700505023691121,1.6645329863246872
16,1.0,0.9076353234567789,1.2002439293064677,1.5008180048045232,1.817310558741275,3.304175495714059
17,1.0,1.0126631502922543,1.0423146049760823,1.5030198076531651,1.4827728376669411,1.68560547538133
18,1.0,1.1607793346316033,1.2517456255657093,1.5748030423636619,1.59610727699899,1.4314179076190618
19,1.0,0.9197653712090917,0.932665692012777,0.9777732167606924,1.1621799896989995,1.3792537512349332
20,1.0,0.9232865922548666,0.6270259799655554,0.6260887502652401,0.6624060863092973,0.823144624385465
21,1.0,1.3619923454756842,1.4937324519070148,1.7174545897466955,2.285636998580779,1.7574061094366542
22,1.0,1.1218469959075552,1.0356069164022472,1.4142865604949608,1.3847061316202376,1.0572472725745707
23,1.0,1.1313905684645031,1.121243981940869,0.9904939444903373,1.1463752282015396,0.9855451299656945
24,1.0,1.0992324007461747,1.3190354016149473,0.8886473320800725,1.059533111759167,1.0716694807916374
25,1.0,1.4990416018109698,1.7230583260975922,1.9530048358993375,1.1749832441355943,1.360998046803188
