,Equity_Asset_1,Equity_Asset_2,Equity_Asset_3,Equity_Asset_4,Equity_Asset_5,Equity_Asset_6,Equity_Asset_7,Equity_Asset_8,Equity_Asset_9
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01924001924001924,0.9888852592727968,1.0014350769406375,0.9944912281919979,1.0119940827668448,1.0032615210476763,0.9969850601118884,1.0055247765589028,0.993685438102338,1.0076558796982755
0.03848003848003848,0.9815534350050152,0.9901789643674686,0.9930281780746355,1.0189422311188538,1.0105737961726369,0.9998037401023395,1.01544890043861,0.9954356765622172,1.0205128879521561
0.05772005772005773,1.0351957615654908,1.0488447130960183,1.043310574603774,1.0340906914580947,1.033471485928442,1.0035820057945433,1.0343761312163107,1.0095310162016184,1.0399564926954614
0.07696007696007696,1.028357890174882,1.0558698414461816,1.0389248567207126,1.0520735297475086,1.0427179666292081,1.0261986791697766,1.0166179804359796,1.0105908969779058,1.043440498699702
0.0962000962000962,1.0523873602090719,1.0720837914006494,1.0508830375567624,1.0583619569420095,1.0517106942411507,1.043265086683891,1.011496999648365,1.018939918938336,1.0456394155579507
0.11544011544011545,1.0607712802399347,1.0677478547448724,1.0563779252759748,1.054328442450988,1.0520565728579612,1.0490655954348918,1.0180447954441987,1.018971696362218,1.040158842236988
0.13468013468013468,1.061167748001406,1.0557978668018009,1.0582323718256863,1.0451227018782252,1.041239783980218,1.0450123597991996,0.9931969114675456,1.0310475531252912,1.049845728148462
0.15392015392015393,1.0486529920613032,1.0331755111829375,1.0447912125198051,1.035666277904143,1.0394166738821173,1.0296149578573377,0.9914749955901575,1.0371637480959734,1.0440109632373549
0.17316017316017318,1.0365831199417719,1.006227562287856,1.0105746832242009,1.0344425132096602,1.0127336242107463,1.0078058901992468,0.9823300443722507,1.0182568583188356,1.0224053147954626
0.1924001924001924,1.0523616534947373,1.0121546505423518,1.0196068676559933,1.0352473393432255,0.9973486172253735,1.004033172278022,0.9839989128811613,1.0139707302676915,1.0186274485187254
0.21164021164021166,1.0546361869520149,1.0351718240870607,1.0237449741774152,1.050146312463549,1.0096309101515784,1.0319432688747427,0.992556615372335,1.0161330146718306,1.0309711006115005
0.2308802308802309,1.0652952018845645,1.0474177071811928,1.037607794881846,1.052753896639815,0.9971272589710484,1.0287352463088466,0.9827248848870422,1.0127537712198762,1.0245239734988547
0.25012025012025013,1.0801635862053862,1.074566867445895,1.0586333795080922,1.0689102381205042,1.0105645545761544,1.0377001606460674,0.9971442870519176,1.031146210523448,1.052189098594133
0.26936026936026936,1.1093395220418591,1.100146106958642,1.0869037429268735,1.0690431281135708,1.0111648273109946,1.0180471757831717,1.001388018445727,1.0292538140810352,1.0477902385451596
0.28860028860028863,1.1080422163925825,1.0762375997594997,1.0608627589936082,1.056958723583096,0.9893476268187027,0.9934045059395109,0.9985459973610812,1.0134892156509867,1.0364860113314605
0.30784030784030786,1.1045292493251897,1.073773525513305,1.061710770939105,1.075437655726964,1.0052362190972912,0.9980428741554688,1.0009993124444159,1.0301525843718258,1.0167476301592677
0.3270803270803271,1.1230226774098548,1.088115970232807,1.0638917023748289,1.0768394424690009,1.0009002907196924,0.9896299440110178,0.9955785413084896,1.0323360887958206,1.0316286499378093
0.34632034632034636,1.0844184247662594,1.0487769032685546,1.0250741044393576,1.058644886631849,0.9920911709410293,0.9808758399072057,0.9861774520278316,1.0154295833190365,1.0318276169738538
0.3655603655603656,1.1031185422057617,1.071265409524598,1.03612907343204,1.0641934404924174,0.9777631325979549,0.9758024937245198,0.9914665516611824,1.0175702330284662,1.0520281153507822
0.3848003848003848,1.120288814611973,1.0933186079971156,1.0435594993157966,1.0743270074376785,0.969895189839833,0.9756278158141598,0.9856253152159473,1.0198747723311872,1.066304940616296
0.4040404040404041,1.1024020929137925,1.0700648079893722,1.0313902992350958,1.0542814595402643,0.9501573271344141,0.9468053093597651,0.97469901399817,1.0055913193479893,1.061133274391035
0.4232804232804233,1.1035674490160388,1.0792975358309176,1.0296052094835781,1.0770943214636766,0.9614735996348194,0.9550687114470358,0.9796524804490234,1.001922669133327,1.0638726487785335
0.44252044252044254,1.1271049472928667,1.0876945499475041,1.0236414279656767,1.0884963614386136,0.9766301198097643,0.9575131187420092,0.9926411623118824,1.013956089624364,1.072587709458975
0.4617604617604618,1.1281655796704004,1.0557850562129603,1.0143024019603668,1.0905471548817798,0.9605772034409729,0.9495493104301191,0.9890240069400889,0.9994556799247709,1.0657004708390247
0.48100048100048104,1.1038165968438158,1.032524920105451,0.9893816606395531,1.0662832721659556,0.9478252591998253,0.9319458282939916,0.979619739566042,1.0068933791826795,1.053329240856203
0.5002405002405003,1.071751162814921,1.0118028243653243,0.977332015073445,1.069850329172576,0.9432449670572152,0.9196835841436858,0.9712046347271195,0.995540165412128,1.0385009157571217
0.5194805194805195,1.0645841817511847,1.0100652962777796,0.9731207883214705,1.0893928364378787,0.9608791635119873,0.9322544285190218,0.9659261371655925,1.0026048077084697,1.0247671528232178
0.5387205387205387,1.0790582833046198,1.0228570713470702,0.9774919572332917,1.0911117369207994,0.9775875005465223,0.9395771164734135,0.9717352963073432,1.0076266986312907,1.0306546133579013
0.557960557960558,1.0884459173456487,1.0233375399970064,1.0017306278219928,1.0990286647047434,0.9788966133693836,0.9413312317817875,0.97593365746556,1.0053684761536925,1.0343687135415605
0.5772005772005773,1.0979380963399634,1.0474946386690243,1.0085530468962496,1.1069466713845086,0.9770847026985909,0.9537159353596582,0.9726437367487244,1.0210005326413534,1.0398014678385112
0.5964405964405964,1.1339839842925077,1.0536939488999066,1.0475946717887221,1.1264530615201187,0.9996099888132935,0.9800523334093432,0.9927641914989483,1.0304460628729897,1.0692729147999085
0.6156806156806157,1.1344650519504207,1.05749018105642,1.0317650360474442,1.11553168721948,1.0085579181786855,0.9728659622628674,0.9925712283324627,1.0215961120884216,1.0684549113534627
0.634920634920635,1.1536767861406119,1.078946691506516,1.0570161172263217,1.1310260880311402,1.0093683048887958,0.9876880701313734,1.0015759529924726,1.0227451592715397,1.0773665163707176
0.6541606541606542,1.1369593215335407,1.05914765835209,1.038087082995755,1.1238195249296368,1.006835730704381,0.9817546069898316,1.0115550735848167,1.0192019129594159,1.060963004520791
0.6734006734006734,1.1271828777855712,1.0593369424962786,1.0302242106265906,1.1253951808268108,0.9869692685157817,0.9776952579336883,1.0121495404708611,1.0041922610916247,1.0532441256974208
0.6926406926406927,1.1099907263709727,1.0526384114719078,1.011465123300468,1.106209116582659,0.9654764250210693,0.9567594737532729,1.014265329636045,1.0002704191599001,1.0498570060255599
0.7118807118807119,1.0762053751411678,1.0188908449287182,0.9777412065541342,1.1095317734141925,0.9676306667493878,0.9374901392417301,1.0018362563731236,1.0016240808090915,1.0430376178037204
0.7311207311207312,1.0729886426770112,1.030795087227274,0.9654255123790164,1.1068181171471134,0.9841931709592069,0.9349670162402809,1.0038143312766126,0.9922861031676088,1.0323776237968545
0.7503607503607505,1.0411794880737029,1.0052038193828379,0.933161335943687,1.08660478091534,0.9671028979550188,0.9223724159526041,0.9798000674519992,0.9794748374432413,1.0169727524884375
0.7696007696007696,1.0327660143739377,1.0067118115348967,0.9263721188992864,1.0892551882169608,0.9693135278866067,0.9352013593465105,0.983223033843436,0.977788302955026,1.0182404463910268
0.7888407888407889,1.0493111021056127,1.0181536972705205,0.9394117821732082,1.1020979364523842,0.977439849714471,0.9548219720540259,0.988232686903486,0.9806906253227722,1.0259050793721685
0.8080808080808082,1.033158304844358,0.9899324073821777,0.9274389853857123,1.1184679869952168,0.992008698354897,0.9577091566918664,0.9951494043178127,0.9855674784023388,1.0211805350273737
0.8273208273208273,1.0171885369328002,0.9883966509172322,0.9098128775177114,1.1278517773416217,0.9950877621254763,0.9618797781112954,0.9933291833562867,0.9831952322550255,1.0096272071033443
0.8465608465608466,1.0494365502321374,1.0117503725383237,0.9134058049144135,1.1058020938097497,0.975819481673102,0.9432353570914981,0.9972524249334677,0.9874389594574899,1.018825404389592
0.8658008658008659,1.0498865763021414,1.0126687175728746,0.918065868665845,1.0808537094739237,0.9698598413425675,0.9289450211764559,0.9926823649679938,0.9897661986974767,1.0073464207716247
0.8850408850408851,1.0491227386853332,1.0168189390090328,0.909511669399955,1.090533067624478,0.9781321771876262,0.9281973433817077,0.9850938076323827,0.9860893579790567,1.0055721827875292
0.9042809042809044,1.0271378841550522,0.997078111786084,0.906715958608355,1.0934798939450499,0.9908001108403426,0.9374208904121486,0.9929466665222999,0.9904837785407958,1.0191105095382276
0.9235209235209236,1.008319637137483,0.9909235017119364,0.9044298606740825,1.0870386365942044,1.0020762110306103,0.9416354530231028,0.9988092567494684,0.9848360866403034,1.0383517045732416
0.9427609427609428,1.0359769618677668,1.0276480269888617,0.930422899158804,1.1060311079723415,1.0069133488031687,0.9476367087681131,1.0032835315962751,0.9883291289881266,1.0444295050190184
0.9620009620009621,1.055271747808506,1.0497668426570408,0.9461421636037229,1.1211787850993862,1.0179076208191287,0.9506898767573939,1.0078016434596173,0.9774814319846216,1.0538317817681329
0.9812409812409812,1.0483023992930054,1.057051520356947,0.9646320424521144,1.1226838911154422,1.0298865618615607,0.9724980593597781,1.018943383034021,0.9740493465645497,1.0665328396369478
1.0004810004810005,1.0770242122582652,1.0839925244862536,1.0028378584406619,1.1567238590350546,1.0438155567049643,0.9993421854162008,1.0286320632681822,0.9924735680483336,1.0810712379868612
1.0197210197210198,1.0981788154524577,1.1236830677675211,1.0269983289336428,1.1802746598724376,1.0631996228008909,1.023329579362219,1.0362040613079426,0.9876037427180745,1.0821238939391715
1.038961038961039,1.0972107783673593,1.1249495609869786,1.0335627956717028,1.1894493128145514,1.0435582253320435,1.0155946688665147,1.0278146149327123,0.9738251409417217,1.0713235583248955
