,3M ZCB,Bullet_Bond_1Y,Bullet_Bond_2Y,Bullet_Bond_3Y,Bullet_Bond_4Y,Bullet_Bond_5Y,Bullet_Bond_6Y,Bullet_Bond_7Y,Bullet_Bond_8Y,Bullet_Bond_9Y,Bullet_Bond_10Y
0.0,0.992406430978969,1.023005206962479,1.0562820174412186,1.058823996788048,1.076924720590645,1.0817010617821545,1.1054340206862177,1.1229691791850316,1.113210766547894,1.1263995321818947,1.1656630992632893
0.01924001924001924,0.9933771189320203,1.029584459117644,1.0583163812488385,1.0705378298551584,1.1096285511031385,1.1207956755613702,1.1225371942107105,1.137136765986818,1.1503375199377446,1.1514855527503105,1.1599415126343873
0.03848003848003848,0.9934352032700455,1.0312506094864404,1.055373715970017,1.0807485468273115,1.1016139856482376,1.1188473744307836,1.1351966525329482,1.1271294204017348,1.1683579544812173,1.174798828016977,1.1718619483371624
0.05772005772005773,0.9945177609256418,1.0299870649908838,1.0650259907244544,1.095790076290389,1.1091018709641285,1.1339663848585104,1.1493764841260734,1.174019034830701,1.1854321546142266,1.2045063095817172,1.2045682346252358
0.07696007696007696,0.994356332256405,1.0358444855809656,1.0633487600678113,1.092825803584652,1.099164271055969,1.1399537852031014,1.1390096263258227,1.1724795477292629,1.1695945244087909,1.171950907312002,1.2338235178892853
0.0962000962000962,0.9941966744376637,1.031268392315111,1.069829541598248,1.0821199636795273,1.1159703488241122,1.1441630459702234,1.1621195711763481,1.1437806416646574,1.1581110930719931,1.18648379129878,1.2037465424015827
0.11544011544011545,0.9944217663602085,1.0356233189482942,1.067336833236606,1.0727845951475097,1.1033444455747432,1.117541384241473,1.143676660095121,1.1517837790643337,1.1668459097266515,1.1807219512431213,1.1936700196352472
0.13468013468013468,0.9944194018321931,1.0333158997204122,1.067290267827905,1.0833166255914015,1.118540173757998,1.1466652502128933,1.1599797748161869,1.1567381673065786,1.1735284609001602,1.2039705321237428,1.2148103297024
0.15392015392015393,0.9942106904240531,1.0345302345701926,1.0662074629718354,1.0891247283514238,1.1152722401291921,1.135735816591721,1.1561339918250524,1.1595950909236443,1.1776869041630442,1.189083414020169,1.1724036206584953
0.17316017316017318,0.9936687603352171,1.0320851360356065,1.053042037250719,1.0821725308014594,1.1100913867195494,1.1307694691758812,1.1248905074897786,1.1711050490560733,1.1509434193542085,1.1580036027320852,1.1490080876208644
0.1924001924001924,0.9938821516939489,1.0321045917183653,1.0645708790486983,1.0795417227102677,1.102937010517302,1.140512771418297,1.1557288979035496,1.1392958627892948,1.1527939141527441,1.1844977347611918,1.1776790792383034
0.21164021164021166,0.9928858665340131,1.0283733301733786,1.0524570308117203,1.0664325450075989,1.0839208317829352,1.1172256562946057,1.1007353284012422,1.1346314639215342,1.126206153856718,1.1429017302877083,1.1263607393317658
0.2308802308802309,0.9935959681363511,1.0323617161169254,1.055269497799116,1.075914266285001,1.1048766601938809,1.102080536200797,1.1412660568821469,1.156475437765809,1.1617027534632185,1.1645345779779481,1.161078870451812
0.25012025012025013,0.9925942099433422,1.0295741152132487,1.048305256465635,1.0665339049267866,1.0754406454022227,1.104040562466142,1.101539269233685,1.1149426652328651,1.1350394547685798,1.115260884774412,1.1256095059049767
0.26936026936026936,0.993792622656598,1.032757675644015,1.0548292807721673,1.0873284237078544,1.1216544898342242,1.1261369069190064,1.1317398289436342,1.1466521875251772,1.1600616233232177,1.152930866241196,1.1589780329549764
